,GOOGL,TSLA
Date,,
2020-07-07,74.22692108154297,92.65733337402344
2020-07-08,74.90845489501953,91.05867004394531
2020-07-09,75.65872955322266,92.9520034790039
2020-07-10,76.67255401611328,102.97666931152344
2020-07-13,75.3384017944336,99.80400085449219
2020-07-14,75.7683334350586,101.12000274658203
2020-07-15,75.57005310058594,103.06732940673828
2020-07-16,75.472412109375,100.04266357421875
2020-07-17,75.56855773925781,100.05599975585938
2020-07-20,77.90957641601562,109.53333282470703
2020-07-21,77.51499938964844,104.55733489990234
2020-07-22,77.95988464355469,106.15533447265625
2020-07-23,75.5635757446289,100.87133026123047
2020-07-24,75.13812255859375,94.46666717529297
2020-07-27,76.19528198242188,102.63999938964844
2020-07-28,74.91094207763672,98.43267059326172
2020-07-29,75.90035247802734,99.94066619873047
2020-07-30,76.64067840576172,99.16600036621094
2020-07-31,74.12877655029297,95.38400268554688
2020-08-03,73.8702163696289,99.0
2020-08-04,73.39892578125,99.13333129882812
2020-08-05,73.68737030029297,99.00133514404297
2020-08-06,74.97570037841797,99.30533599853516
2020-08-07,74.64790344238281,96.84733581542969
2020-08-10,74.57067108154297,94.57133483886719
2020-08-11,73.75961303710938,91.6259994506836
2020-08-12,75.08979034423828,103.65066528320312
2020-08-13,75.55859375,108.06666564941406
2020-08-14,74.95977020263672,110.04733276367188
2020-08-17,75.53816986083984,122.3759994506836
2020-08-18,77.50802612304688,125.80599975585938
2020-08-19,76.95154571533203,125.23533630371094
2020-08-20,78.52782440185547,133.45533752441406
2020-08-21,78.49395751953125,136.6653289794922
2020-08-24,78.97122192382812,134.27999877929688
2020-08-25,80.00248718261719,134.8893280029297
2020-08-26,81.90956115722656,143.54466247558594
2020-08-27,81.13188934326172,149.25
2020-08-28,81.6754150390625,147.55999755859375
2020-08-31,81.18221282958984,166.10667419433594
2020-09-01,82.45508575439453,158.35000610351562
2020-09-02,85.55934143066406,149.1233367919922
2020-09-03,81.18121337890625,135.6666717529297
2020-09-04,78.77493286132812,139.44000244140625
2020-09-08,75.90483856201172,110.06999969482422
2020-09-09,77.08207702636719,122.09333038330078
2020-09-10,76.02689361572266,123.77999877929688
2020-09-11,75.51425170898438,124.23999786376953
2020-09-14,75.16899871826172,139.8733367919922
2020-09-15,76.47875213623047,149.9199981689453
2020-09-16,75.3314208984375,147.25332641601562
2020-09-17,74.08344268798828,141.14332580566406
2020-09-18,72.29242706298828,147.38333129882812
2020-09-21,71.24872589111328,149.79666137695312
2020-09-22,72.72735595703125,141.41000366210938
2020-09-23,70.2149658203125,126.78666687011719
2020-09-24,70.88603210449219,129.26333618164062
2020-09-25,71.69310760498047,135.77999877929688
2020-09-28,72.66956329345703,140.39999389648438
2020-09-29,73.03623962402344,139.69000244140625
2020-09-30,73.01531219482422,143.00332641601562
2020-10-01,74.12628173828125,149.3866729736328
2020-10-02,72.51712036132812,138.3633270263672
2020-10-05,73.87370300292969,141.89332580566406
2020-10-06,72.28895568847656,137.9933319091797
2020-10-07,72.6934814453125,141.76666259765625
2020-10-08,73.90360260009766,141.97332763671875
2020-10-09,75.24971008300781,144.6666717529297
2020-10-12,77.94692993164062,147.43333435058594
2020-10-13,78.07048797607422,148.88333129882812
2020-10-14,77.88964080810547,153.76666259765625
2020-10-15,77.49258422851562,149.6266632080078
2020-10-16,78.10187530517578,146.55667114257812
2020-10-19,76.22119140625,143.61000061035156
2020-10-20,77.27388000488281,140.64666748046875
2020-10-21,79.01306915283203,140.8800048828125
2020-10-22,80.04283905029297,141.92999267578125
2020-10-23,81.35408782958984,140.2100067138672
2020-10-26,78.92838287353516,140.0933380126953
2020-10-27,79.65524291992188,141.55999755859375
2020-10-28,75.26715087890625,135.33999633789062
2020-10-29,77.56282806396484,136.94332885742188
2020-10-30,80.51362609863281,129.34666442871094
2020-11-02,80.92265319824219,133.50332641601562
2020-11-03,81.98579406738281,141.3000030517578
2020-11-04,86.97720336914062,140.32666015625
2020-11-05,87.80669403076172,146.02999877929688
2020-11-06,87.668701171875,143.31666564941406
2020-11-09,87.75288391113281,140.4199981689453
2020-11-10,86.57217407226562,136.7866668701172
2020-11-11,87.04595947265625,139.0433349609375
2020-11-12,86.82624816894531,137.25332641601562
2020-11-13,88.29293060302734,136.1666717529297
2020-11-16,88.38111877441406,136.02999877929688
2020-11-17,87.76484680175781,147.20333862304688
2020-11-18,86.71763610839844,162.2133331298828
2020-11-19,87.61090850830078,166.42333984375
2020-11-20,86.50540924072266,163.20333862304688
2020-11-23,86.06600189208984,173.9499969482422
2020-11-24,87.8764419555664,185.1266632080078
2020-11-25,87.88789367675781,191.3333282470703
2020-11-27,89.02825927734375,195.25332641601562
2020-11-30,87.40316009521484,189.1999969482422
2020-12-01,89.44376373291016,194.9199981689453
2020-12-02,90.91890716552734,189.60667419433594
2020-12-03,90.76298522949219,197.7933349609375
2020-12-04,90.85863494873047,199.67999267578125
2020-12-07,90.52335357666016,213.9199981689453
2020-12-08,90.23937225341797,216.6266632080078
2020-12-09,88.57191467285156,201.4933319091797
2020-12-10,88.06326293945312,209.02333068847656
2020-12-11,88.41947174072266,203.3300018310547
2020-12-14,87.29653930664062,213.27667236328125
2020-12-15,87.73595428466797,211.0833282470703
2020-12-16,87.54215240478516,207.58999633789062
2020-12-17,86.7111587524414,218.63333129882812
2020-12-18,85.99923706054688,231.6666717529297
2020-12-21,86.41474151611328,216.6199951171875
2020-12-22,85.70032501220703,213.44667053222656
2020-12-23,86.09938049316406,215.32666015625
2020-12-24,86.39481353759766,220.58999633789062
2020-12-28,88.37761688232422,221.22999572753906
2020-12-29,87.570556640625,221.99667358398438
2020-12-30,86.49893188476562,231.5933380126953
2020-12-31,87.31547546386719,235.22332763671875
2021-01-04,85.99476623535156,243.2566680908203
2021-01-05,86.68824768066406,245.0366668701172
2021-01-06,85.83283996582031,251.9933319091797
2021-01-07,88.39655303955078,272.0133361816406
2021-01-08,89.56681060791016,293.3399963378906
2021-01-11,87.497314453125,270.39666748046875
2021-01-12,86.5577163696289,283.14666748046875
2021-01-13,87.04695892333984,284.8033447265625
2021-01-14,86.2333984375,281.6666564941406
2021-01-15,86.0689926147461,275.38665771484375
2021-01-19,88.90122985839844,281.51666259765625
2021-01-20,93.6639633178711,283.48333740234375
2021-01-21,93.86721801757812,281.663330078125
2021-01-22,94.28620147705078,282.21331787109375
2021-01-25,94.37188720703125,293.6000061035156
2021-01-26,95.05292510986328,294.36334228515625
2021-01-27,90.61849975585938,288.0533447265625
2021-01-28,92.3253173828125,278.4766540527344
2021-01-29,91.03797912597656,264.510009765625
2021-02-01,94.3116226196289,279.9366760253906
2021-02-02,95.60940551757812,290.92999267578125
2021-02-03,102.57217407226562,284.89666748046875
2021-02-04,102.31061553955078,283.3299865722656
2021-02-05,104.06426239013672,284.07666015625
2021-02-08,103.84953308105469,287.8066711425781
2021-02-09,103.39468383789062,283.1533203125
2021-02-10,103.94718170166016,268.2733459472656
2021-02-11,104.06026458740234,270.5533447265625
2021-02-12,104.37313842773438,272.0400085449219
2021-02-16,105.15381622314453,265.40667724609375
2021-02-17,105.54837036132812,266.04998779296875
2021-02-18,104.9101791381836,262.4599914550781
2021-02-19,104.06326293945312,260.4333190917969
2021-02-22,102.34200286865234,238.1666717529297
2021-02-23,102.63394165039062,232.94667053222656
2021-02-24,103.81416320800781,247.33999633789062
2021-02-25,100.43342590332031,227.4066619873047
2021-02-26,100.73033905029297,225.1666717529297
2021-03-01,103.10922241210938,239.47666931152344
2021-03-02,102.85115814208984,228.81333923339844
2021-03-03,100.20724487304688,217.73333740234375
2021-03-04,101.32917785644531,207.14666748046875
2021-03-05,104.47476959228516,199.31666564941406
2021-03-08,100.01244354248047,187.6666717529297
2021-03-09,101.6495132446289,224.52667236328125
2021-03-10,101.44176483154297,222.68666076660156
2021-03-11,104.64764404296875,233.1999969482422
2021-03-12,102.12977600097656,231.2433319091797
2021-03-15,102.35096740722656,235.97999572753906
2021-03-16,103.81816101074219,225.6266632080078
2021-03-17,103.73494720458984,233.93666076660156
2021-03-18,100.70194244384766,217.72000122070312
2021-03-19,100.98192596435547,218.2899932861328
2021-03-22,101.16775512695312,223.3333282470703
2021-03-23,101.69783782958984,220.72000122070312
2021-03-24,101.25942993164062,210.08999633789062
2021-03-25,101.25594329833984,213.4633331298828
2021-03-26,100.87084197998047,206.23666381835938
2021-03-29,101.92002868652344,203.76333618164062
2021-03-30,101.95391082763672,211.8733367919922
2021-03-31,102.75350952148438,222.64332580566406
2021-04-01,106.1043701171875,220.5833282470703
2021-04-05,110.54725646972656,230.35000610351562
2021-04-06,110.06400299072266,230.5399932861328
2021-04-07,111.54713439941406,223.6566619873047
2021-04-08,112.11507415771484,227.93333435058594
2021-04-09,113.12342071533203,225.67333984375
2021-04-12,111.82562255859375,233.9933319091797
2021-04-13,112.31434631347656,254.10667419433594
2021-04-14,111.69060516357422,244.07666015625
2021-04-15,113.84978485107422,246.28334045410156
2021-04-16,113.72523498535156,246.5933380126953
2021-04-19,114.07447052001953,238.2100067138672
2021-04-20,113.53890991210938,239.663330078125
2021-04-21,113.50603485107422,248.0399932861328
2021-04-22,112.21920013427734,239.89666748046875
2021-04-23,114.58113861083984,243.13333129882812
2021-04-26,115.07933044433594,246.06666564941406
2021-04-27,114.13525390625,234.913330078125
2021-04-28,117.52597045898438,231.46665954589844
2021-04-29,119.20587158203125,225.6666717529297
2021-04-30,117.24996185302734,236.47999572753906
2021-05-03,116.7308349609375,228.3000030517578
2021-05-04,114.92488861083984,224.53334045410156
2021-05-05,115.3204574584961,223.64666748046875
2021-05-06,116.44537353515625,221.17999267578125
2021-05-07,117.17173767089844,224.1233367919922
2021-05-10,114.17361450195312,209.67999267578125
2021-05-11,113.09302520751953,205.73333740234375
2021-05-12,109.6151351928711,196.6300048828125
2021-05-13,111.0494384765625,190.56333923339844
2021-05-14,113.50752258300781,196.5800018310547
2021-05-17,114.03262329101562,192.27667236328125
2021-05-18,112.71488952636719,192.6233367919922
2021-05-19,113.16476440429688,187.82000732421875
2021-05-20,114.93087005615234,195.5933380126953
2021-05-21,114.29218292236328,193.6266632080078
2021-05-24,117.62560272216797,202.14666748046875
2021-05-25,117.7167739868164,201.56333923339844
2021-05-26,118.58561706542969,206.3766632080078
2021-05-27,117.7072982788086,210.28334045410156
2021-05-28,117.41685485839844,208.4066619873047
2021-06-01,118.62896728515625,207.96665954589844
2021-06-02,118.10137939453125,201.7066650390625
2021-06-03,116.95502471923828,190.94667053222656
2021-06-04,119.24622344970703,199.68333435058594
2021-06-07,119.68113708496094,201.7100067138672
2021-06-08,119.48883819580078,201.19667053222656
2021-06-09,119.9621353149414,199.5933380126953
2021-06-10,121.31671905517578,203.3733367919922
2021-06-11,121.07110595703125,203.29666137695312
2021-06-14,122.00322723388672,205.89666748046875
2021-06-15,120.9809341430664,199.7866668701172
2021-06-16,120.33626556396484,201.6233367919922
2021-06-17,121.30376434326172,205.53334045410156
2021-06-18,119.67716217041016,207.77000427246094
2021-06-21,121.37251281738281,206.94332885742188
2021-06-22,121.88864135742188,207.90333557128906
2021-06-23,121.68587493896484,218.85667419433594
2021-06-24,122.05753326416016,226.60667419433594
2021-06-25,122.06600189208984,223.9566650390625
2021-06-28,122.09339904785156,229.57333374023438
2021-06-29,121.83084869384766,226.9199981689453
2021-06-30,121.64851379394531,226.56666564941406
2021-07-01,122.00223541259766,225.97332763671875
2021-07-02,124.8050765991211,226.3000030517578
2021-07-06,125.73420715332031,219.86000061035156
2021-07-07,126.01717376708984,214.88333129882812
2021-07-08,124.59234619140625,217.60333251953125
2021-07-09,125.06512451171875,218.98333740234375
2021-07-12,126.5168685913086,228.56666564941406
2021-07-13,126.88154602050781,222.84666442871094
2021-07-14,127.7738037109375,217.7933349609375
2021-07-15,126.54625701904297,216.86666870117188
2021-07-16,126.51139068603516,214.74000549316406
2021-07-19,124.12802124023438,215.4066619873047
2021-07-20,125.7536392211914,220.1666717529297
2021-07-21,127.08830261230469,218.42999267578125
2021-07-22,127.95763397216797,216.4199981689453
2021-07-23,132.5345458984375,214.4600067138672
2021-07-26,133.55087280273438,219.2066650390625
2021-07-27,131.42356872558594,214.92666625976562
2021-07-28,135.60243225097656,215.66000366210938
2021-07-29,135.28707885742188,225.78334045410156
2021-07-30,134.2398681640625,229.06666564941406
2021-08-02,134.367431640625,236.55667114257812
2021-08-03,135.14010620117188,236.5800018310547
2021-08-04,134.63742065429688,236.97332763671875
2021-08-05,135.7593536376953,238.2100067138672
2021-08-06,135.24819946289062,233.03334045410156
2021-08-09,136.41845703125,237.9199981689453
2021-08-10,136.31285095214844,236.663330078125
2021-08-11,135.78677368164062,235.94000244140625
2021-08-12,136.69845581054688,240.75
2021-08-13,137.23001098632812,239.05667114257812
2021-08-16,137.8099365234375,228.72332763671875
2021-08-17,136.16787719726562,221.90333557128906
2021-08-18,134.9597625732422,229.663330078125
2021-08-19,135.18992614746094,224.49000549316406
2021-08-20,136.93312072753906,226.75332641601562
2021-08-23,139.5356903076172,235.43333435058594
2021-08-24,140.7512664794922,236.163330078125
2021-08-25,141.56581115722656,237.06666564941406
2021-08-26,140.92962646484375,233.72000122070312
2021-08-27,143.48385620117188,237.30667114257812
2021-08-30,144.0682373046875,243.6366729736328
2021-08-31,144.1748504638672,245.24000549316406
2021-09-01,144.69097900390625,244.69667053222656
2021-09-02,142.7694549560547,244.1300048828125
2021-09-03,143.22032165527344,244.52333068847656
2021-09-07,143.75936889648438,250.97332763671875
2021-09-08,143.17198181152344,251.2899932861328
2021-09-09,143.0225372314453,251.6199951171875
2021-09-10,140.36715698242188,245.42333984375
2021-09-13,141.8184051513672,247.6666717529297
2021-09-14,142.02963256835938,248.163330078125
2021-09-15,143.90782165527344,251.94332885742188
2021-09-16,143.09127807617188,252.3300018310547
2021-09-17,140.29144287109375,253.163330078125
2021-09-20,138.21844482421875,243.38999938964844
2021-09-21,138.5308074951172,246.4600067138672
2021-09-22,139.77679443359375,250.64666748046875
2021-09-23,140.7059326171875,251.2133331298828
2021-09-24,141.70132446289062,258.1300048828125
2021-09-27,140.5624542236328,263.78668212890625
2021-09-28,135.33938598632812,259.1866760253906
2021-09-29,133.8682098388672,260.4366760253906
2021-09-30,133.1931610107422,258.49334716796875
2021-10-01,136.0498046875,258.40667724609375
2021-10-04,133.1767120361328,260.510009765625
2021-10-05,135.53167724609375,260.1966552734375
2021-10-06,137.06809997558594,260.9166564941406
2021-10-07,138.7221221923828,264.53668212890625
2021-10-08,139.28060913085938,261.8299865722656
2021-10-11,138.4122314453125,263.9800109863281
2021-10-12,135.95614624023438,268.5733337402344
2021-10-13,137.08505249023438,270.3599853515625
2021-10-14,140.6411590576172,272.7733459472656
2021-10-15,140.8573760986328,281.010009765625
2021-10-18,142.2622833251953,290.03668212890625
2021-10-19,142.71961975097656,288.0899963378906
2021-10-20,141.25692749023438,288.6000061035156
2021-10-21,141.37351989746094,298.0
2021-10-22,137.06959533691406,303.2266540527344
2021-10-25,136.95054626464844,341.6199951171875
2021-10-26,138.80532836914062,339.4766540527344
2021-10-27,145.68936157226562,345.9533386230469
2021-10-28,145.32220458984375,359.0133361816406
2021-10-29,147.51126098632812,371.3333435058594
2021-11-01,142.9786834716797,402.86334228515625
2021-11-02,144.90719604492188,390.6666564941406
2021-11-03,146.06849670410156,404.6199951171875
2021-11-04,147.73194885253906,409.9700012207031
2021-11-05,148.31436157226562,407.36334228515625
2021-11-08,148.49270629882812,387.64666748046875
2021-11-09,148.38063049316406,341.1666564941406
2021-11-10,145.3665313720703,355.98333740234375
2021-11-11,145.239990234375,354.5033264160156
2021-11-12,148.14097595214844,344.47332763671875
2021-11-15,147.91578674316406,337.7966613769531
2021-11-16,147.34188842773438,351.57666015625
2021-11-17,147.5122528076172,363.0033264160156
2021-11-18,149.29730224609375,365.4599914550781
2021-11-19,148.38858032226562,379.0199890136719
2021-11-22,145.77357482910156,385.6233215332031
2021-11-23,145.2554473876953,369.6766662597656
2021-11-24,145.5922088623047,372.0
2021-11-26,141.66943359375,360.6400146484375
2021-11-29,145.0048370361328,378.9966735839844
2021-11-30,141.38497924804688,381.586669921875
2021-12-01,140.54202270507812,365.0
2021-12-02,142.44961547851562,361.5333251953125
2021-12-03,141.4886016845703,338.3233337402344
2021-12-06,142.63792419433594,336.336669921875
2021-12-07,146.73756408691406,350.5833435058594
2021-12-08,147.6512451171875,356.32000732421875
2021-12-09,147.10523986816406,334.6000061035156
2021-12-10,147.46690368652344,339.010009765625
2021-12-13,145.29978942871094,322.13665771484375
2021-12-14,143.38720703125,319.5033264160156
2021-12-15,145.91204833984375,325.3299865722656
2021-12-16,143.92327880859375,308.97332763671875
2021-12-17,141.21310424804688,310.8566589355469
2021-12-20,141.0955047607422,299.9800109863281
2021-12-21,142.95428466796875,312.84332275390625
2021-12-22,145.88613891601562,336.2900085449219
2021-12-23,146.38584899902344,355.6666564941406
2021-12-27,147.37225341796875,364.64666748046875
2021-12-28,146.15716552734375,362.8233337402344
2021-12-29,146.12527465820312,362.0633239746094
2021-12-30,145.67242431640625,356.7799987792969
2021-12-31,144.32879638671875,352.260009765625
2022-01-03,144.46778869628906,399.9266662597656
2022-01-04,143.87794494628906,383.1966552734375
2022-01-05,137.27735900878906,362.7066650390625
2022-01-06,137.24996948242188,354.8999938964844
2022-01-07,136.5220947265625,342.32000732421875
2022-01-10,138.16864013671875,352.7066650390625
2022-01-11,139.2312774658203,354.79998779296875
2022-01-12,140.91964721679688,368.739990234375
2022-01-13,138.08644104003906,343.85333251953125
2022-01-14,138.97669982910156,349.8699951171875
2022-01-18,135.50677490234375,343.5033264160156
2022-01-19,134.6284637451172,331.8833312988281
2022-01-20,132.82598876953125,332.0899963378906
2022-01-21,129.88067626953125,314.6333312988281
2022-01-24,130.33154296875,310.0
2022-01-25,126.47650909423828,306.1333312988281
2022-01-26,128.76620483398438,312.4700012207031
2022-01-27,128.53904724121094,276.3666687011719
2022-01-28,132.8693389892578,282.1166687011719
2022-01-31,134.81478881835938,312.239990234375
2022-02-01,137.14682006835938,310.4166564941406
2022-02-02,147.46542358398438,301.88665771484375
2022-02-03,142.57315063476562,297.0466613769531
2022-02-04,142.7754364013672,307.7733459472656
2022-02-07,138.69822692871094,302.4466552734375
2022-02-08,138.89549255371094,307.3333435058594
2022-02-09,141.08056640625,310.6666564941406
2022-02-10,138.11929321289062,301.51666259765625
2022-02-11,133.79747009277344,286.6666564941406
2022-02-14,135.03646850585938,291.9200134277344
2022-02-15,136.1150665283203,307.4766540527344
2022-02-16,137.240478515625,307.7966613769531
2022-02-17,132.0602569580078,292.1166687011719
2022-02-18,129.93199157714844,285.6600036621094
2022-02-22,129.34461975097656,273.84332275390625
2022-02-23,127.12715148925781,254.67999267578125
2022-02-24,132.2117156982422,266.92333984375
2022-02-25,133.9738311767578,269.9566650390625
2022-02-28,134.56918334960938,290.1433410644531
2022-03-01,133.57725524902344,288.1233215332031
2022-03-02,134.08543395996094,293.2966613769531
2022-03-03,133.4158477783203,279.7633361816406
2022-03-04,131.43003845214844,279.42999267578125
2022-03-07,125.92202758789062,268.1933288574219
2022-03-08,126.64540100097656,274.79998779296875
2022-03-09,132.93807983398438,286.3233337402344
2022-03-10,131.951171875,279.4333190917969
2022-03-11,129.4014129638672,265.1166687011719
2022-03-14,125.49606323242188,255.4566650390625
2022-03-15,128.7313232421875,267.2966613769531
2022-03-16,132.79908752441406,280.07666015625
2022-03-17,133.3555908203125,290.5333251953125
2022-03-18,135.63380432128906,301.7966613769531
2022-03-21,135.60989379882812,307.0533447265625
2022-03-22,139.36280822753906,331.32666015625
2022-03-23,137.7760467529297,333.03668212890625
2022-03-24,141.06065368652344,337.97332763671875
2022-03-25,141.16128540039062,336.8800048828125
2022-03-28,140.944580078125,363.9466552734375
2022-03-29,141.9907684326172,366.5233459472656
2022-03-30,141.4258270263672,364.663330078125
2022-03-31,138.56520080566406,359.20001220703125
2022-04-01,139.64427185058594,361.5299987792969
2022-04-04,142.455078125,381.8166809082031
2022-04-05,140.08319091796875,363.7533264160156
2022-04-06,136.0548095703125,348.586669921875
2022-04-07,135.39767456054688,352.4200134277344
2022-04-08,132.8060760498047,341.8299865722656
2022-04-11,128.3582000732422,325.30999755859375
2022-04-12,127.2531967163086,328.98333740234375
2022-04-13,129.42481994628906,340.7900085449219
2022-04-14,126.27226257324219,328.3333435058594
2022-04-18,127.21533966064453,334.7633361816406
2022-04-19,129.53941345214844,342.7166748046875
2022-04-20,127.5775146484375,325.73333740234375
2022-04-21,124.3636703491211,336.260009765625
2022-04-22,119.20337677001953,335.01666259765625
2022-04-25,122.62945556640625,332.67333984375
2022-04-26,118.22144317626953,292.1400146484375
2022-04-27,113.88166809082031,293.836669921875
2022-04-28,118.09439849853516,292.5033264160156
2022-04-29,113.69732666015625,290.2533264160156
2022-05-02,116.16190338134766,300.9800109863281
2022-05-03,116.91018676757812,303.0833435058594
2022-05-04,121.81939697265625,317.5400085449219
2022-05-05,116.08468627929688,291.09332275390625
2022-05-06,115.32842254638672,288.54998779296875
2022-05-09,112.1046142578125,262.3699951171875
2022-05-10,113.98180389404297,266.67999267578125
2022-05-11,113.1921615600586,244.6666717529297
2022-05-12,112.43640899658203,242.6666717529297
2022-05-13,115.63133239746094,256.5299987792969
2022-05-16,114.03162384033203,241.4566650390625
2022-05-17,116.05229949951172,253.8699951171875
2022-05-18,111.49532318115234,236.60333251953125
2022-05-19,109.98529815673828,236.47332763671875
2022-05-20,108.5146255493164,221.3000030517578
2022-05-23,111.0853042602539,224.96665954589844
2022-05-24,105.58724212646484,209.3866729736328
2022-05-25,105.4228286743164,219.60000610351562
2022-05-26,107.40315246582031,235.91000366210938
2022-05-27,111.91080474853516,253.2100067138672
2022-05-31,113.3510971069336,252.75332641601562
2022-06-01,113.48062133789062,246.7899932861328
2022-06-02,117.19764709472656,258.3333435058594
2022-06-03,114.12728118896484,234.51666259765625
2022-06-06,116.39854431152344,238.27999877929688
2022-06-07,116.72635650634766,238.8866729736328
2022-06-08,116.77069091796875,241.86666870117188
2022-06-09,114.42071533203125,239.7066650390625
2022-06-10,110.7599868774414,232.22999572753906
2022-06-13,106.00820922851562,215.73666381835938
2022-06-14,106.33004760742188,220.88999938964844
